Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Pittsburgh Penguins,PIT,20252026,2,34,3,1479,284,477,761,118,633,56,6,39,4,2325,0.1221505376344086,89,88,42,27,19,2.922881198816016,0.889760348583878,2295,2042,254,5,2026-04-06T19:51:04Z
San Jose Sharks,SJS,20252026,2,25,3,1298,239,378,617,-198,610,54,4,36,11,1959,0.12200102092904543,81,75,36,32,7,3.2999323602574004,0.8885869565217391,2208,1962,248,0,2026-04-06T19:51:04Z
Seattle Kraken,SEA,20252026,2,25,3,1341,221,345,566,-55,551,44,2,33,6,1962,0.1126401630988787,80,75,32,32,11,2.8017217531784935,0.9042163153070577,2182,1973,211,2,2026-04-06T19:51:05Z
St. Louis Blues,STL,20252026,2,26,2,1236,178,322,500,-37,518,31,4,26,3,1714,0.10385064177362893,81,76,33,31,12,2.909429799812882,0.8936477382098171,2078,1857,222,7,2026-04-06T19:51:05Z
Tampa Bay Lightning,TBL,20252026,2,29,3,1363,282,490,772,263,1015,54,6,43,5,2214,0.12737127371273713,79,76,48,22,6,2.5795884942163987,0.9040079168728352,2021,1827,196,2,2026-04-06T19:51:05Z
Toronto Maple Leafs,TOR,20252026,2,26,4,1222,208,355,563,-164,629,36,4,27,8,1818,0.11441144114411442,82,74,30,30,14,3.213169363602753,0.9013322231473772,2402,2165,239,3,2026-04-06T19:51:05Z
Utah Mammoth,UTA,20252026,2,26,2,1406,251,418,669,131,788,41,7,40,9,2213,0.11342069588793494,79,76,40,30,6,2.7465896878175102,0.8950836289913837,1973,1766,208,3,2026-04-06T19:51:05Z
Vancouver Canucks,VAN,20252026,2,29,4,1234,174,288,462,-357,618,39,6,14,1,1680,0.10357142857142858,83,76,22,46,8,3.5524317503173126,0.8801966919982119,2237,1969,269,1,2026-04-06T19:51:06Z
Vegas Golden Knights,VGK,20252026,2,29,4,1440,261,453,714,-28,665,58,5,35,7,2364,0.11040609137055837,82,77,35,26,16,2.859309930306109,0.8810926620246384,1867,1645,222,3,2026-04-06T19:51:06Z
Washington Capitals,WSH,20252026,2,26,3,1375,235,380,615,65,701,41,4,37,4,2107,0.1115329852871381,79,78,39,30,9,2.775034634648858,0.9015426497277677,2204,1987,217,3,2026-04-06T19:51:06Z
Winnipeg Jets,WPG,20252026,2,28,3,1262,201,354,555,-39,435,36,6,28,5,1867,0.10765934654525977,78,76,33,31,12,2.827614173142049,0.8970306513409961,2088,1873,215,0,2026-04-06T19:51:06Z
