Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Detroit Red Wings,DET,20152016,2,29,2,1476,209,346,555,-56,696,50,2,39,9,2432,0.0859375,91,82,41,30,11,2.516989340286691,0.9147095179233622,2427,2220,207,6,2026-04-06T19:48:37Z
Edmonton Oilers,EDM,20152016,2,35,3,1476,199,341,540,-206,772,43,5,27,7,2386,0.08340318524727577,87,82,31,43,8,2.7838466655635736,0.9096646942800789,2535,2306,229,3,2026-04-06T19:48:37Z
Florida Panthers,FLA,20152016,2,33,2,1476,232,379,611,182,823,47,5,40,1,2358,0.09838846480067855,87,82,47,26,9,2.3015966485522488,0.921129099211291,2409,2219,190,4,2026-04-06T19:48:37Z
Los Angeles Kings,LAK,20152016,2,30,3,1476,223,374,597,158,846,47,5,46,12,2625,0.08495238095238095,85,82,48,28,6,2.228914649124283,0.9180765805877115,2246,2062,184,7,2026-04-06T19:48:37Z
Minnesota Wild,MIN,20152016,2,31,2,1476,213,356,569,29,517,48,7,35,1,2374,0.08972198820556024,88,82,38,33,11,2.351364522417154,0.9173801369863014,2336,2143,193,7,2026-04-06T19:48:38Z
Montréal Canadiens,MTL,20152016,2,40,5,1476,216,377,593,-78,764,42,8,33,3,2504,0.08626198083067092,89,82,38,38,6,2.6900916984500527,0.907762938230384,2396,2175,221,3,2026-04-06T19:48:38Z
Nashville Predators,NSH,20152016,2,29,3,1476,224,367,591,34,788,51,7,37,2,2507,0.08934982050259274,84,82,41,27,14,2.4572631522036636,0.9094576423128642,2231,2029,202,6,2026-04-06T19:48:39Z
New Jersey Devils,NJD,20152016,2,37,4,1476,182,297,479,-147,796,51,5,36,9,2003,0.090863704443335,87,82,38,36,8,2.2936351960410857,0.9190924657534246,2336,2147,189,7,2026-04-06T19:48:39Z
New York Islanders,NYI,20152016,2,29,4,1476,227,375,602,32,692,42,7,40,6,2412,0.09411276948590382,88,82,45,27,10,2.4017459928993605,0.9198872785829307,2484,2285,199,4,2026-04-06T19:48:39Z
New York Rangers,NYR,20152016,2,27,3,1476,233,379,612,137,694,42,3,43,4,2336,0.0997431506849315,91,82,46,27,9,2.4399537366428046,0.9189516129032258,2480,2279,201,5,2026-04-06T19:48:39Z
Ottawa Senators,OTT,20152016,2,33,4,1476,230,360,590,20,880,38,17,32,6,2325,0.0989247311827957,86,82,38,35,9,2.7276584567514597,0.9157934131736527,2672,2447,225,5,2026-04-06T19:48:40Z
Philadelphia Flyers,PHI,20152016,2,27,2,1476,211,369,580,-16,952,53,3,38,10,2540,0.08307086614173229,86,82,41,27,14,2.4236577939890873,0.9199203187250996,2510,2309,201,7,2026-04-06T19:48:40Z
Pittsburgh Penguins,PIT,20152016,2,36,3,1476,241,408,649,165,685,48,11,44,6,2722,0.08853783982365908,85,82,48,26,8,2.318344116982646,0.921334431630972,2428,2237,191,6,2026-04-06T19:48:40Z
San Jose Sharks,SJS,20152016,2,30,3,1475,237,407,644,49,707,62,6,42,5,2491,0.0951425130469691,86,82,46,30,6,2.294880702630141,0.9151324651998204,2227,2038,189,9,2026-04-06T19:48:41Z
St. Louis Blues,STL,20152016,2,30,5,1476,219,370,589,46,845,51,4,44,8,2474,0.08852061438965239,94,82,49,24,9,2.233003523853909,0.9237742068397198,2427,2242,185,10,2026-04-06T19:48:41Z
Tampa Bay Lightning,TBL,20152016,2,29,3,1476,224,360,584,87,791,44,7,43,7,2402,0.093255620316403,86,82,46,31,5,2.2271094145679875,0.9225531914893617,2350,2168,182,7,2026-04-06T19:48:41Z
Toronto Maple Leafs,TOR,20152016,2,43,3,1476,192,339,531,-186,722,40,3,23,3,2515,0.07634194831013917,87,82,29,42,11,2.762266599964846,0.9088353413654618,2490,2263,227,4,2026-04-06T19:48:42Z
Vancouver Canucks,VAN,20152016,2,34,3,1476,186,313,499,-229,797,39,4,26,4,2311,0.08048463868455215,85,82,31,38,13,2.7147219126939506,0.9155672823218998,2653,2429,224,1,2026-04-06T19:48:42Z
Washington Capitals,WSH,20152016,2,31,2,1476,248,421,669,190,731,55,2,52,7,2510,0.09880478087649402,88,82,56,18,8,2.2293047221278015,0.9208602150537635,2325,2141,184,3,2026-04-06T19:48:42Z
Winnipeg Jets,WPG,20152016,2,31,3,1476,212,352,564,-32,910,38,10,32,3,2427,0.08735063864853729,89,82,35,39,8,2.671582414454467,0.9089775561097256,2406,2187,219,3,2026-04-06T19:48:43Z
