Team,TriCode,Season,GameType,Skaters,Goalies,SkaterGP,SkaterG,SkaterA,SkaterPTS,SkaterPM,SkaterPIM,SkaterPPG,SkaterSHG,SkaterGWG,SkaterOTG,SkaterS,SkaterS%,GoalieGP,GoalieGS,GoalieW,GoalieL,GoalieOTL,GoalieGAA,GoalieSV%,GoalieSA,GoalieSaves,GoalieGA,GoalieSO,SourceDate
Los Angeles Kings,LAK,20112012,2,27,2,1476,188,326,514,26,911,49,9,34,3,2509,0.07493025109605421,85,82,40,27,15,2.0201885242068554,0.92520035618878,2246,2078,168,11,2026-04-06T19:47:36Z
Minnesota Wild,MIN,20112012,2,44,3,1475,166,281,447,-205,976,39,5,24,2,2174,0.07635694572217111,92,82,35,36,11,2.4959417613589014,0.9188134270101483,2562,2354,208,6,2026-04-06T19:47:37Z
Montréal Canadiens,MTL,20112012,2,32,2,1476,207,341,548,-81,926,43,10,26,2,2340,0.08846153846153847,82,82,31,35,16,2.4573132170927816,0.9157720891824938,2422,2218,204,4,2026-04-06T19:47:37Z
Nashville Predators,NSH,20112012,2,35,2,1476,232,401,633,53,677,54,5,43,3,2261,0.102609464838567,89,82,48,26,8,2.394541734833393,0.9213349225268176,2517,2319,198,5,2026-04-06T19:47:37Z
New Jersey Devils,NJD,20112012,2,35,2,1476,216,369,585,-63,920,46,15,36,4,2253,0.09587217043941411,86,82,48,28,6,2.347676903474361,0.910958904109589,2190,1995,195,7,2026-04-06T19:47:38Z
New York Islanders,NYI,20112012,2,31,5,1476,196,345,541,-285,747,45,4,27,3,2410,0.08132780082987552,91,82,34,37,11,2.8638656816114447,0.9034623217922607,2455,2218,237,3,2026-04-06T19:47:38Z
New York Rangers,NYR,20112012,2,30,2,1476,222,382,604,143,1041,44,8,47,8,2338,0.0949529512403764,83,82,51,24,7,2.0870544316395843,0.9238556338028169,2272,2099,173,10,2026-04-06T19:47:38Z
Ottawa Senators,OTT,20112012,2,31,4,1476,243,412,655,79,1115,49,9,35,5,2574,0.0944055944055944,92,82,41,31,10,2.8139530202693184,0.911204268292683,2624,2391,233,4,2026-04-06T19:47:38Z
Philadelphia Flyers,PHI,20112012,2,31,2,1476,260,448,708,117,1296,66,6,43,6,2641,0.09844755774327905,88,82,47,26,9,2.646348012889366,0.90572535514421,2323,2104,219,6,2026-04-06T19:47:39Z
Phoenix Coyotes,PHX,20112012,2,32,3,1476,210,368,578,85,721,34,6,36,3,2428,0.08649093904448106,88,82,42,27,13,2.272727272727273,0.9269706336939721,2588,2399,189,8,2026-04-06T19:47:39Z
Pittsburgh Penguins,PIT,20112012,2,32,3,1476,273,470,743,142,862,57,11,42,2,2779,0.0982367758186398,88,82,51,25,6,2.549831823888393,0.9058035714285714,2240,2029,211,3,2026-04-06T19:47:40Z
San Jose Sharks,SJS,20112012,2,27,2,1476,219,391,610,50,763,57,3,34,3,2773,0.07897583844212044,87,82,43,29,10,2.3983207737296164,0.9148480958493795,2337,2138,199,6,2026-04-06T19:47:40Z
St. Louis Blues,STL,20112012,2,30,2,1476,206,348,554,207,1046,45,7,45,3,2511,0.08203902827558741,84,82,49,22,11,1.7827029631414117,0.9322033898305084,2183,2035,148,15,2026-04-06T19:47:40Z
Tampa Bay Lightning,TBL,20112012,2,34,4,1476,232,389,621,-148,851,41,2,35,10,2227,0.10417602155365963,96,82,38,36,8,3.229502303187504,0.8927710843373494,2490,2223,267,2,2026-04-06T19:47:40Z
Toronto Maple Leafs,TOR,20112012,2,29,4,1476,227,392,619,-149,800,49,5,31,5,2322,0.09776055124892334,90,82,35,37,10,3.0421374415879985,0.9003968253968254,2520,2269,251,7,2026-04-06T19:47:41Z
Vancouver Canucks,VAN,20112012,2,33,2,1476,241,423,664,159,1035,57,7,43,7,2583,0.09330236159504453,88,82,51,22,9,2.2461488157003533,0.9258524980174465,2522,2335,187,8,2026-04-06T19:47:41Z
Washington Capitals,WSH,20112012,2,27,3,1476,218,361,579,-18,747,41,3,38,7,2295,0.09498910675381264,93,82,42,32,8,2.6350956598819444,0.9116335630320227,2467,2249,218,8,2026-04-06T19:47:41Z
Winnipeg Jets,WPG,20112012,2,36,3,1476,221,380,601,-37,901,45,3,33,6,2471,0.08943747470659652,89,82,37,35,10,2.8379976350019707,0.9049553208773355,2462,2228,234,6,2026-04-06T19:47:42Z
