clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,W,5,4,Western,9,7,2014-04-13,C,3,3,Central,6,4,2,82,1,0.012195,206,207,2.52439,41,20,92,112,10,5,57,23,21,0,26,10,-1,28,27,3,1,13,5,5,0,6,7,11,21,11,27,12,Minnesota,0.597561,98,0.426829,35,0.390244,32,41,-19,114,95,17,7,41,12,11,0,17,20132014,8,8,L,1,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,0,20,1,0.52439,43,,True,,
x,E,11,3,Eastern,1,5,2014-04-13,M,6,1,Metropolitan,1,2,2,82,25,0.304878,193,218,2.658537,41,12,93,105,17,4,44,18,17,0,20,10,10,18,28,2,2,14,6,5,0,6,21,6,3,12,31,6,NY Rangers,0.585366,96,0.5,41,0.47561,39,41,13,100,113,14,2,52,23,22,0,25,20132014,3,4,OT,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,19,0,0.54878,45,,True,,
x,E,4,12,Eastern,10,6,2014-04-13,M,2,7,Metropolitan,5,3,2,82,1,0.012195,235,236,2.878049,41,15,108,123,14,3,51,24,23,0,24,10,-1,31,30,3,3,11,4,3,0,4,11,19,17,13,30,10,Philadelphia,0.573171,94,0.47561,39,0.426829,35,41,-14,127,113,16,7,43,15,12,0,18,20132014,8,3,OT,1,Philadelphia Flyers,Flyers de Philadelphie,Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,0,18,0,0.512195,42,,True,Philadelphie,
x,E,9,6,Eastern,8,7,2014-04-13,M,5,3,Metropolitan,3,4,2,82,15,0.182927,216,231,2.817073,41,23,105,128,15,4,48,22,21,0,22,10,7,20,27,3,1,13,6,4,0,6,18,9,15,14,32,7,Columbus,0.567073,93,0.463415,38,0.426829,35,41,-8,111,103,17,3,45,16,14,0,21,20132014,2,5,W,1,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,17,1,0.52439,43,,True,,
x,E,10,7,Eastern,5,8,2014-04-13,A,5,4,Atlantic,3,4,2,82,-8,-0.097561,230,222,2.707317,41,-13,120,107,13,10,46,14,12,0,18,10,5,26,31,3,1,13,6,6,0,6,20,10,10,15,28,15,Detroit,0.567073,93,0.414634,34,0.365854,30,41,5,110,115,15,5,47,20,18,0,21,20132014,9,5,W,1,Detroit Red Wings,Red Wings de Detroit,Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,0,16,2,0.47561,39,,True,,
x,W,7,5,Western,11,8,2014-04-13,C,5,4,Central,7,5,2,82,7,0.085366,228,235,2.865854,41,27,101,128,11,7,53,21,21,0,23,10,11,21,32,4,0,12,5,5,0,6,10,14,23,16,31,11,Dallas,0.554878,91,0.439024,36,0.414634,34,41,-20,127,107,20,4,38,15,13,0,17,20132014,5,4,L,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,0,15,2,0.487805,40,,True,,
,E,8,13,Eastern,12,9,2014-04-13,M,4,8,Metropolitan,7,5,2,82,-5,-0.060976,240,235,2.865854,41,2,117,119,13,7,49,15,13,0,21,10,0,27,27,3,3,11,3,3,0,4,17,20,20,17,30,14,Washington,0.54878,90,0.341463,28,0.292683,24,41,-7,123,116,17,7,41,13,11,0,17,20132014,11,10,OT,1,Washington Capitals,Capitals de Washington,Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,0,14,3,0.463415,38,,True,,
,W,9,12,Western,10,9,2014-04-13,P,4,6,Pacific,4,4,2,82,-15,-0.182927,231,216,2.634146,41,10,106,116,14,5,49,19,18,0,22,10,-9,26,17,4,3,9,2,2,0,3,15,25,22,18,30,15,Phoenix,0.542683,89,0.378049,31,0.341463,28,41,-25,125,100,16,10,40,12,10,0,15,20132014,7,6,W,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,0,13,3,0.45122,37,,True,,
,W,11,1,Western,7,10,2014-04-13,C,6,1,Central,4,6,2,82,-26,-0.317073,242,216,2.634146,41,-13,119,106,17,5,43,18,16,0,19,10,14,29,43,1,2,16,6,6,0,7,22,1,13,19,32,12,Nashville,0.536585,88,0.439024,36,0.402439,33,41,-13,123,110,15,7,45,18,17,0,19,20132014,9,2,W,3,Nashville Predators,Predators de Nashville,Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,0,12,4,0.463415,38,,True,,
,E,6,9,Eastern,13,10,2014-04-13,M,3,4,Metropolitan,8,6,2,82,-11,-0.134146,208,197,2.402439,41,13,92,105,11,9,51,21,17,0,21,10,1,21,22,1,5,13,4,4,0,4,13,13,24,20,29,18,New Jersey,0.536585,88,0.426829,35,0.317073,26,41,-24,116,92,18,9,37,14,9,0,14,20132014,13,0,W,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,0,10,4,0.426829,35,,True,,
,E,13,1,Eastern,6,11,2014-04-13,A,6,1,Atlantic,4,5,2,82,-29,-0.353659,265,236,2.878049,41,-18,136,118,17,6,42,15,14,0,18,10,9,22,31,2,0,16,5,5,0,8,24,3,12,21,31,14,Ottawa,0.536585,88,0.365854,30,0.329268,27,41,-11,129,118,14,8,46,15,13,0,19,20132014,7,7,W,5,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,0,11,5,0.45122,37,,True,,Sénateurs
,W,12,8,Western,8,11,2014-04-13,C,7,5,Central,5,7,2,82,-10,-0.121951,237,227,2.768293,41,-3,128,125,17,6,42,13,10,0,18,10,0,26,26,4,1,11,3,3,0,5,25,21,18,22,35,10,Winnipeg,0.512195,84,0.353659,29,0.292683,24,41,-7,109,102,18,4,42,16,14,0,19,20132014,6,8,W,2,Winnipeg Jets,Jets de Winnipeg,Jets,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,0,8,5,0.45122,37,,True,,
,E,7,15,Eastern,14,12,2014-04-13,A,4,7,Atlantic,6,6,2,82,-25,-0.304878,256,231,2.817073,41,5,126,131,16,1,49,17,13,0,24,10,-13,33,20,8,0,4,2,1,0,2,16,29,27,23,36,8,Toronto,0.512195,84,0.353659,29,0.292683,24,41,-30,130,100,20,7,35,12,11,0,14,20132014,4,9,L,4,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,0,9,6,0.463415,38,,True,,
,E,12,10,Eastern,11,13,2014-04-13,M,7,5,Metropolitan,6,7,2,82,-23,-0.280488,230,207,2.52439,41,-5,109,104,17,6,42,17,15,0,18,10,1,25,26,3,2,12,4,4,0,5,23,16,19,24,35,11,Carolina,0.506098,83,0.414634,34,0.365854,30,41,-18,121,103,18,5,41,17,15,0,18,20132014,4,2,W,2,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,0,7,7,0.439024,36,,True,Caroline,
,W,10,11,Western,12,12,2014-04-13,P,5,5,Pacific,5,5,2,82,-27,-0.329268,223,196,2.390244,41,3,100,103,15,6,46,19,16,0,20,10,-5,29,24,5,1,9,4,4,0,4,19,24,25,25,35,11,Vancouver,0.506098,83,0.378049,31,0.304878,25,41,-30,123,93,20,5,37,12,9,0,16,20132014,7,5,W,1,Vancouver Canucks,Canucks de Vancouver,Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,0,6,6,0.439024,36,,True,,
,E,15,5,Eastern,9,14,2014-04-13,M,8,2,Metropolitan,4,8,2,82,-42,-0.512195,267,225,2.743902,41,-27,136,109,19,9,35,10,8,0,13,10,-1,24,23,2,2,14,3,3,0,6,29,8,16,26,37,11,NY Islanders,0.481707,79,0.304878,25,0.256098,21,41,-15,131,116,18,2,44,15,13,0,21,20132014,6,9,W,3,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,0,5,8,0.414634,34,,True,,
,W,13,9,Western,13,13,2014-04-13,P,6,4,Pacific,6,6,2,82,-32,-0.390244,241,209,2.54878,41,-8,120,112,19,3,41,14,11,0,19,10,-4,30,26,5,0,10,4,4,0,5,26,22,26,27,40,7,Calgary,0.469512,77,0.341463,28,0.256098,21,41,-24,121,97,21,4,36,14,10,0,16,20132014,3,7,L,2,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,4,7,0.426829,35,,True,,
,W,14,13,Western,14,14,2014-04-13,P,7,7,Pacific,7,7,2,82,-67,-0.817073,270,203,2.47561,41,-29,135,106,22,3,35,15,11,0,16,10,-9,34,25,6,0,8,3,2,0,4,28,26,28,28,44,9,Edmonton,0.408537,67,0.304878,25,0.243902,20,41,-38,135,97,22,6,32,10,9,0,13,20132014,3,4,W,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_20112012-20162017_light.svg,0,3,8,0.353659,29,,True,,
,E,14,14,Eastern,15,15,2014-04-13,A,7,6,Atlantic,7,7,2,82,-72,-0.878049,268,196,2.390244,41,-24,123,99,20,5,37,11,11,0,16,10,-12,33,21,7,0,6,2,2,0,3,27,27,29,29,45,8,Florida,0.402439,66,0.256098,21,0.256098,21,41,-48,145,97,25,3,29,10,10,0,13,20132014,6,8,L,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,2,9,0.353659,29,,True,Floride,
,E,16,16,Eastern,16,16,2014-04-13,A,8,8,Atlantic,8,8,2,82,-91,-1.109756,248,157,1.914634,41,-33,122,89,21,7,33,9,6,0,13,10,-17,36,19,7,2,4,0,0,0,1,30,30,30,30,51,10,Buffalo,0.317073,52,0.170732,14,0.134146,11,41,-58,126,68,30,3,19,5,5,0,8,20132014,5,7,OT,1,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,0,1,10,0.256098,21,,True,,
