clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceName,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionName,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamName_default,teamName_fr,teamCommonName_default,teamAbbrev_default,teamLogo,ties,waiversSequence,wildcardSequence,winPctg,wins,sourceDate,wildCardIndicator,placeName_fr,teamCommonName_fr
x,XVW,9,7,Western,4,6,2011-04-10,PAC,5,3,Pacific,2,3,2,82,5,0.060976,226,231,2.817073,41,8,110,118,13,7,49,18,18,0,21,10,0,22,22,3,2,12,4,4,0,5,16,15,7,11,26,13,Phoenix,0.603659,99,0.463415,38,0.439024,36,41,-3,116,113,13,6,50,20,18,0,22,20102011,6,5,L,1,Phoenix Coyotes,Coyotes de Phoenix,Coyotes,PHX,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,0,21,0,0.52439,43,,True,,
x,XVW,5,8,Western,7,7,2011-04-10,PAC,3,4,Pacific,4,4,2,82,21,0.256098,198,219,2.670732,41,15,96,111,13,3,53,20,19,0,25,10,0,22,22,4,0,12,3,3,0,6,8,16,14,12,30,6,Los Angeles,0.597561,98,0.439024,36,0.426829,35,41,6,102,108,17,3,45,16,16,0,21,20102011,2,10,L,2,Los Angeles Kings,Kings de Los Angeles,Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_20102011_light.svg,0,19,0,0.560976,46,,True,,
x,XVW,11,9,Western,5,8,2011-04-10,CEN,4,3,Central,2,3,2,82,33,0.402439,225,258,3.146341,41,24,108,132,17,0,48,20,17,0,24,10,1,23,24,4,1,11,4,2,0,5,18,18,10,13,29,9,Chicago,0.591463,97,0.463415,38,0.414634,34,41,9,117,126,12,9,49,18,17,0,20,20102011,5,6,L,1,Chicago Blackhawks,Blackhawks de Chicago,Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,0,18,0,0.536585,44,,True,,
x,XVE,2,9,Eastern,8,6,2011-04-10,NE,1,4,Northeast,3,2,2,82,7,0.085366,209,216,2.634146,41,15,98,113,11,6,54,22,18,0,24,10,-1,25,24,4,1,11,5,4,0,5,7,17,19,14,30,8,Montréal,0.585366,96,0.5,41,0.439024,36,41,-8,111,103,19,2,42,19,18,0,20,20102011,3,3,W,1,Montréal Canadiens,Canadiens de Montréal,Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,0,17,0,0.536585,44,,True,,
x,XVE,9,1,Eastern,5,7,2011-04-10,NE,3,1,Northeast,2,3,2,82,16,0.195122,229,245,2.987805,41,13,111,124,16,4,46,20,16,0,21,10,10,21,31,1,1,17,8,6,0,8,20,1,8,15,29,10,Buffalo,0.585366,96,0.463415,38,0.341463,28,41,3,118,121,13,6,50,18,12,0,22,20102011,1,5,W,4,Buffalo Sabres,Sabres de Buffalo,Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,0,16,0,0.52439,43,,True,,
,XVW,6,10,Western,8,9,2011-04-10,PAC,4,5,Pacific,5,5,2,82,-6,-0.073171,233,227,2.768293,41,16,101,117,11,8,52,19,17,0,22,10,-7,31,24,4,2,10,4,4,0,4,10,20,15,16,29,11,Dallas,0.579268,95,0.45122,37,0.390244,32,41,-22,132,110,18,3,43,18,15,0,20,20102011,7,5,L,1,Dallas Stars,Stars de Dallas,Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,0,15,0,0.512195,42,,True,,
,XVW,7,6,Western,11,10,2011-04-10,NW,2,2,Northwest,3,2,2,82,13,0.158537,237,250,3.04878,41,18,117,135,13,5,51,22,21,0,23,10,3,30,33,2,3,13,4,4,0,5,12,14,18,17,29,12,Calgary,0.573171,94,0.390244,32,0.365854,30,41,-5,120,115,16,7,43,10,9,0,18,20102011,7,9,OT,1,Calgary Flames,Flames de Calgary,Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,0,14,0,0.5,41,,True,,
x,XVE,10,8,Eastern,6,8,2011-04-10,ATL,4,2,Atlantic,3,3,2,82,35,0.426829,198,233,2.841463,41,26,101,127,17,4,44,18,16,0,20,10,2,21,23,3,1,13,5,5,0,6,21,13,11,18,33,5,NY Rangers,0.567073,93,0.426829,35,0.390244,32,41,9,97,106,16,1,49,17,16,0,24,20102011,3,9,W,1,New York Rangers,Rangers de New York,Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,0,13,0,0.536585,44,,True,,
,XVE,7,3,Eastern,9,9,2011-04-10,SE,3,1,Southeast,3,3,2,82,-3,-0.036585,239,236,2.878049,41,12,114,126,14,5,49,20,15,0,22,10,10,25,35,2,1,15,6,6,0,7,15,5,21,19,31,11,Carolina,0.554878,91,0.426829,35,0.353659,29,41,-15,125,110,17,6,42,15,14,0,18,20102011,5,5,L,1,Carolina Hurricanes,Hurricanes de la Caroline,Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_19992000-20122013_light.svg,0,12,0,0.487805,40,,True,Caroline,
,XVW,8,5,Western,13,11,2011-04-10,CEN,2,2,Central,5,4,2,82,6,0.073171,234,240,2.926829,41,15,106,121,13,5,51,21,19,0,23,10,19,20,39,2,2,14,6,6,0,6,13,10,25,20,33,11,St. Louis,0.530488,87,0.414634,34,0.378049,31,41,-9,128,119,20,6,36,13,12,0,15,20102011,6,4,W,1,St. Louis Blues,Blues de St. Louis,Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,0,11,0,0.463415,38,,True,,
,XVW,12,12,Western,9,12,2011-04-10,NW,3,3,Northwest,2,3,2,82,-27,-0.329268,233,206,2.512195,41,-13,118,105,17,5,43,18,16,0,19,10,-15,37,22,6,0,8,3,3,0,4,23,25,16,21,35,8,Minnesota,0.52439,86,0.439024,36,0.378049,31,41,-14,115,101,18,3,43,18,15,0,20,20102011,5,3,W,2,Minnesota Wild,Wild du Minnesota,Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_20002001-20122013_light.svg,0,10,0,0.47561,39,,True,,
,XVE,11,7,Eastern,10,10,2011-04-10,NE,4,3,Northeast,4,4,2,82,-33,-0.402439,251,218,2.658537,41,-9,119,110,15,8,44,15,14,0,18,10,3,28,31,3,1,13,5,5,0,6,22,12,22,22,34,11,Toronto,0.518293,85,0.390244,32,0.365854,30,41,-24,132,108,19,3,41,17,16,0,19,20102011,6,5,L,2,Toronto Maple Leafs,Maple Leafs de Toronto,Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,0,9,0,0.45122,37,,True,,
,XVE,8,11,Eastern,13,11,2011-04-10,ATL,3,3,Atlantic,4,4,2,82,-35,-0.426829,209,174,2.121951,41,-7,101,94,16,3,47,20,16,0,22,10,-7,27,20,5,1,9,4,4,0,4,19,22,26,23,39,5,New Jersey,0.493902,81,0.426829,35,0.341463,28,41,-28,108,80,23,2,34,15,12,0,16,20102011,2,3,W,1,New Jersey Devils,Devils du New Jersey,Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,0,8,0,0.463415,38,,True,,
,XVW,13,14,Western,12,13,2011-04-10,CEN,5,5,Central,4,5,2,82,-43,-0.52439,258,215,2.621951,41,-17,126,109,19,5,39,12,11,0,17,10,-20,40,20,6,3,5,0,0,0,1,27,28,20,24,35,13,Columbus,0.493902,81,0.353659,29,0.292683,24,41,-26,132,106,16,8,42,17,13,0,17,20102011,8,5,L,4,Columbus Blue Jackets,Blue Jackets de Columbus,Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,0,7,0,0.414634,34,,True,,
,XVE,12,13,Eastern,11,12,2011-04-10,SE,4,4,Southeast,4,4,2,82,-46,-0.560976,269,223,2.719512,41,-15,121,106,17,7,41,14,9,0,17,10,-10,31,21,6,0,8,3,3,0,4,24,24,23,25,36,12,Atlanta,0.487805,80,0.353659,29,0.231707,19,41,-31,148,117,19,5,39,15,10,0,17,20102011,7,5,L,2,Atlanta Thrashers,Thrashers d'Atlanta,Thrashers,ATL,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,0,6,0,0.414634,34,,True,,
,XVE,15,10,Eastern,12,13,2011-04-10,NE,5,5,Northeast,5,5,2,82,-58,-0.707317,250,192,2.341463,41,-23,117,94,20,5,37,16,14,0,16,10,1,27,28,4,1,11,4,3,0,5,28,19,24,26,40,10,Ottawa,0.45122,74,0.365854,30,0.341463,28,41,-35,133,98,20,5,37,14,14,0,16,20102011,5,2,L,1,Ottawa Senators,Sénateurs d'Ottawa,Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,0,5,0,0.390244,32,,True,,Sénateurs
,XVE,14,14,Eastern,14,14,2011-04-10,ATL,5,5,Atlantic,5,5,2,82,-35,-0.426829,264,229,2.792683,41,4,128,132,18,6,40,16,14,0,17,10,-4,34,30,6,1,7,2,2,0,3,26,26,27,27,39,13,NY Islanders,0.445122,73,0.317073,26,0.231707,19,41,-39,136,97,21,7,33,10,5,0,13,20102011,6,4,L,1,New York Islanders,Islanders de New York,Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_20102011-20162017_light.svg,0,4,0,0.365854,30,,True,,
,XVE,13,15,Eastern,15,15,2011-04-10,SE,5,5,Southeast,5,5,2,82,-34,-0.414634,229,195,2.378049,41,-5,110,105,17,8,40,16,12,0,16,10,-18,31,13,7,2,4,1,1,0,1,25,30,28,28,40,12,Florida,0.439024,72,0.317073,26,0.243902,20,41,-29,119,90,23,4,32,10,8,0,14,20102011,7,4,W,1,Florida Panthers,Panthers de la Floride,Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,0,3,0,0.365854,30,,True,Floride,
,XVW,14,15,Western,14,14,2011-04-10,NW,4,5,Northwest,4,4,2,82,-61,-0.743902,288,227,2.768293,41,-30,150,120,21,4,36,15,9,0,16,10,-10,34,24,8,0,4,1,0,0,2,29,29,29,29,44,8,Colorado,0.414634,68,0.292683,24,0.219512,18,41,-31,138,107,23,4,32,9,9,0,14,20102011,1,6,W,1,Colorado Avalanche,Avalanche du Colorado,Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,0,2,0,0.365854,30,,True,,
,XVW,15,13,Western,15,15,2011-04-10,NW,5,4,Northwest,5,5,2,82,-76,-0.926829,269,193,2.353659,41,-34,125,91,22,6,32,11,10,0,13,10,-14,32,18,6,2,6,2,2,0,2,30,27,30,30,45,12,Edmonton,0.378049,62,0.280488,23,0.256098,21,41,-42,144,102,23,6,30,12,11,0,12,20102011,9,2,OT,1,Edmonton Oilers,Oilers d'Edmonton,Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,0,1,0,0.304878,25,,True,,
