Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
A.J. Lawson,G,15,7.2,3.7,1.5,2.9,50.0,0.7,1.7,40.0,0.1,0.5,25.0,1.4,0.1,0.1,0.0,0.2,0,0
Aaron Gordon,F,68,30.2,16.3,6.3,11.2,56.4,0.9,2.5,34.7,2.8,4.6,60.8,6.6,3.0,0.8,0.8,1.4,11,0
Aaron Holiday,G,63,13.4,3.9,1.5,3.5,41.8,0.6,1.4,40.9,0.4,0.5,84.4,1.2,1.4,0.6,0.2,0.6,0,0
Aaron Nesmith,G,73,24.9,10.1,3.5,8.1,42.7,1.6,4.3,36.6,1.6,1.9,83.8,3.8,1.3,0.8,0.5,1.0,1,0
Aaron Wiggins,G,70,18.5,6.8,2.7,5.2,51.2,0.7,1.7,39.3,0.8,1.0,83.1,3.0,1.1,0.6,0.2,0.8,1,0
Admiral Schofield,SF,37,12.2,4.2,1.5,3.3,45.1,0.6,2.0,32.4,0.6,0.6,91.3,1.7,0.8,0.2,0.1,0.4,0,0
AJ Green,G,35,9.9,4.4,1.5,3.6,42.4,1.3,3.0,41.9,0.1,0.1,100.0,1.3,0.6,0.2,0.0,0.3,0,0
AJ Griffin,F,72,19.5,8.9,3.4,7.4,46.5,1.4,3.6,39.0,0.6,0.7,89.4,2.1,1.0,0.6,0.2,0.6,0,0
Al Horford,C,63,30.5,9.8,3.6,7.6,47.6,2.3,5.2,44.6,0.2,0.3,71.4,6.2,3.0,0.5,1.0,0.6,7,0
Alec Burks,SG,51,22.0,12.8,3.9,9.0,43.6,1.9,4.7,41.4,3.0,3.7,81.4,3.1,2.2,0.7,0.2,1.1,0,0
Aleksej Pokusevski,F,34,20.6,8.1,3.2,7.3,43.4,1.1,3.1,36.5,0.6,1.0,62.9,4.7,1.9,0.6,1.3,1.3,3,0
Alex Caruso,G,67,23.5,5.6,1.9,4.3,45.5,0.8,2.3,36.4,0.9,1.1,80.8,2.9,2.9,1.5,0.7,1.1,1,0
Alex Len,C,26,6.2,1.7,0.6,1.2,53.3,0.0,0.1,0.0,0.4,0.6,68.8,2.3,0.5,0.2,0.4,0.6,0,0
Alize Johnson,F,4,7.5,1.8,0.8,1.5,50.0,0.0,0.5,0.0,0.3,0.5,50.0,2.5,0.3,0.3,0.0,1.0,0,0
Alperen Sengun,C,75,28.9,14.8,5.9,10.7,55.3,0.3,0.8,33.3,2.7,3.8,71.5,9.0,3.9,0.9,0.9,2.6,29,2
Amir Coffey,G,50,12.5,3.4,1.1,2.9,38.6,0.2,0.8,27.5,1.0,1.3,77.8,1.1,1.1,0.1,0.1,0.4,0,0
Andre Drummond,C,67,12.7,6.0,2.5,4.1,60.6,0.0,0.0,0.0,1.0,1.9,53.6,6.6,0.5,0.7,0.4,1.1,8,0
Andre Iguodala,F,8,14.1,2.1,0.9,1.9,46.7,0.1,1.1,11.1,0.3,0.4,66.7,2.1,2.4,0.5,0.4,1.1,0,0
Andrew Nembhard,G,75,27.7,9.5,3.8,8.6,44.1,1.2,3.5,35.0,0.7,0.8,79.0,2.7,4.5,0.9,0.2,1.7,5,0
Andrew Wiggins,F,37,32.2,17.1,6.8,14.3,47.3,2.4,6.1,39.6,1.2,1.9,61.1,5.0,2.3,1.2,0.8,1.3,3,0
Anfernee Simons,G,62,35.0,21.1,7.5,16.9,44.7,3.4,9.1,37.7,2.6,2.9,89.4,2.6,4.1,0.7,0.2,2.1,0,0
Anthony Davis,F,56,34.0,25.9,9.7,17.2,56.3,0.3,1.3,25.7,6.2,7.9,78.4,12.5,2.6,1.1,2.0,2.2,40,0
Anthony Edwards,G,79,36.0,24.6,8.9,19.5,45.9,2.7,7.3,36.9,4.0,5.3,75.6,5.8,4.4,1.6,0.7,3.3,9,0
Anthony Gill,F,59,10.6,3.3,1.2,2.2,53.8,0.1,0.5,13.8,0.8,1.1,73.1,1.7,0.6,0.1,0.2,0.3,0,0
Anthony Lamb,F,62,19.3,6.7,2.4,5.1,47.1,1.2,3.2,36.7,0.7,1.0,76.7,3.5,1.5,0.5,0.3,0.9,0,0
Austin Reaves,G,64,28.8,13.0,4.0,7.7,52.9,1.3,3.4,39.8,3.6,4.1,86.4,3.0,3.4,0.5,0.3,1.5,1,0
Austin Rivers,SG,52,19.5,4.9,1.8,4.0,43.5,0.8,2.4,35.0,0.6,0.8,76.9,1.6,1.4,0.5,0.1,0.4,0,0
Ayo Dosunmu,G,80,26.2,8.6,3.5,7.1,49.3,0.7,2.4,31.2,0.8,1.0,80.5,2.8,2.6,0.8,0.3,1.2,0,0
Bam Adebayo,C,75,34.6,20.4,8.0,14.9,54.0,0.0,0.2,8.3,4.3,5.4,80.6,9.2,3.2,1.2,0.8,2.5,31,0
Ben Simmons,PG,42,26.3,6.9,3.2,5.6,56.6,0.0,0.0,0.0,0.6,1.4,43.9,6.3,6.1,1.3,0.6,2.3,4,1
Bennedict Mathurin,G,78,28.5,16.7,5.3,12.2,43.4,1.3,4.0,32.3,4.8,5.8,82.8,4.1,1.5,0.6,0.2,1.9,0,0
Bismack Biyombo,C,61,14.3,4.3,2.0,3.4,57.8,0.0,0.0,0.0,0.4,1.1,35.7,4.3,0.9,0.3,1.4,0.8,3,0
Blake Griffin,PF,41,13.9,4.1,1.5,3.2,48.5,0.6,1.6,34.8,0.5,0.8,65.6,3.8,1.5,0.3,0.2,0.5,0,0
Blake Wesley,G,37,18.1,5.0,1.9,5.8,32.1,0.5,1.4,38.5,0.7,1.2,59.1,2.2,2.6,0.7,0.1,1.8,0,0
Boban Marjanovic,C,31,5.5,3.3,1.3,1.9,68.3,0.0,0.0,0.0,0.6,0.9,74.1,1.9,0.3,0.2,0.1,0.5,0,0
Bobby Portis,F,70,26.0,14.1,5.7,11.5,49.6,1.4,3.7,37.0,1.4,1.8,76.8,9.6,1.5,0.4,0.2,1.2,38,0
Bogdan Bogdanovic,G,54,27.9,14.0,5.1,11.3,44.7,2.7,6.7,40.6,1.2,1.4,83.1,3.1,2.8,0.8,0.3,1.2,0,0
Bojan Bogdanovic,SF,59,32.1,21.6,7.3,14.9,48.8,2.5,6.0,41.1,4.5,5.1,88.4,3.8,2.6,0.6,0.1,2.3,0,0
Bol Bol,C,70,21.5,9.1,3.7,6.8,54.6,0.4,1.6,26.5,1.2,1.5,75.9,5.8,1.0,0.4,1.2,1.6,6,0
Bones Hyland,G,56,19.4,11.8,4.1,10.2,39.9,2.1,5.6,37.1,1.5,1.8,84.3,2.4,3.1,0.7,0.3,1.5,1,0
Bradley Beal,G,50,33.5,23.2,8.9,17.6,50.6,1.6,4.4,36.5,3.8,4.6,84.2,3.9,5.4,0.9,0.7,2.9,2,0
Brandon Boston,SG,22,11.3,6.5,2.3,5.5,41.8,0.5,1.3,41.4,1.3,1.7,76.3,1.4,0.9,0.4,0.0,0.5,0,0
Brandon Clarke,F,56,19.5,10.0,4.1,6.2,65.6,0.0,0.1,16.7,1.8,2.5,71.9,5.5,1.3,0.6,0.7,1.0,6,0
Brandon Ingram,F,45,34.2,24.7,9.0,18.6,48.4,1.4,3.6,39.0,5.3,6.0,88.2,5.5,5.8,0.7,0.4,3.3,6,2
Braxton Key,F,3,3.0,1.3,0.3,0.3,100.0,0.0,0.0,0.0,0.7,0.7,100.0,0.3,0.0,0.0,0.0,0.0,0,0
Brook Lopez,C,78,30.4,15.9,6.1,11.5,53.1,1.7,4.7,37.4,1.9,2.4,78.4,6.7,1.3,0.5,2.5,1.4,11,0
Bruce Brown,G,80,28.5,11.5,4.5,9.3,48.3,1.1,3.2,35.8,1.5,1.9,75.8,4.1,3.4,1.1,0.6,1.5,3,1
Bruno Fernando,F,39,10.4,3.9,1.5,2.9,52.7,0.0,0.1,0.0,0.9,1.3,70.0,3.5,0.8,0.2,0.9,0.6,1,0
Bryce McGowens,G,46,17.1,5.3,1.7,4.4,39.6,0.6,1.7,32.5,1.3,1.7,75.0,2.0,1.2,0.3,0.1,0.9,0,0
Bryn Forbes,SG,25,10.7,3.6,1.2,3.3,36.1,0.6,1.8,30.4,0.6,0.6,100.0,0.6,0.7,0.3,0.1,0.5,0,0
Buddy Boeheim,F,10,9.0,1.6,0.5,2.7,18.5,0.4,2.5,16.0,0.2,0.2,100.0,0.6,0.4,0.2,0.0,0.0,0,0
Buddy Hield,G,80,31.0,16.8,5.9,13.0,45.8,3.6,8.5,42.5,1.3,1.6,82.2,5.0,2.8,1.2,0.3,1.7,3,0
Cade Cunningham,G,12,33.3,19.9,7.8,18.7,41.5,1.4,5.1,27.9,3.0,3.6,83.7,6.2,6.0,0.8,0.6,3.3,3,0
Caleb Houstan,G,51,15.9,3.8,1.3,3.6,36.3,0.9,2.7,33.8,0.3,0.4,83.3,1.9,0.6,0.2,0.1,0.4,0,0
Caleb Martin,F,71,29.3,9.6,3.6,7.7,46.3,1.2,3.3,35.6,1.3,1.6,80.5,4.8,1.6,1.0,0.4,1.1,2,0
Cam Reddish,SF,40,24.8,9.7,3.5,7.8,44.6,1.1,3.6,31.3,1.6,1.9,85.3,2.2,1.4,1.0,0.4,1.2,0,0
Cam Thomas,G,57,16.6,10.6,3.5,8.0,44.1,0.9,2.3,38.3,2.6,3.1,86.8,1.7,1.4,0.4,0.1,1.1,0,0
Cameron Johnson,F,42,28.6,15.5,5.3,11.3,47.0,2.5,6.1,40.4,2.4,2.9,84.2,4.4,1.9,1.2,0.3,0.9,1,0
Cameron Payne,PG,48,20.2,10.3,3.9,9.4,41.5,1.4,3.9,36.8,1.0,1.3,76.6,2.2,4.5,0.7,0.2,1.7,3,0
Caris LeVert,G,74,30.2,12.1,4.3,10.0,43.1,1.7,4.4,39.2,1.8,2.4,72.2,3.8,3.9,1.0,0.3,1.6,1,0
Carlik Jones,G,7,8.0,2.9,0.9,2.1,40.0,0.4,0.9,50.0,0.7,1.1,62.5,0.7,0.9,0.3,0.0,0.3,0,0
Cedi Osman,SF,77,20.1,8.7,3.1,6.9,45.1,1.5,4.1,37.2,1.0,1.4,69.4,2.3,1.5,0.5,0.1,0.7,1,0
Chance Comanche,C,1,21.0,7.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,1.0,0.0,0,0
Charles Bassey,C,35,14.5,5.7,2.5,3.9,64.4,0.1,0.2,37.5,0.6,1.1,59.5,5.5,1.4,0.5,0.9,1.2,0,0
Chima Moneke,F,2,4.0,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0,0
Chimezie Metu,PF,66,10.4,4.9,2.0,3.3,58.9,0.1,0.6,23.7,0.8,1.1,74.0,3.0,0.6,0.3,0.3,0.5,0,0
Chris Boucher,F,76,20.0,9.4,3.4,7.0,49.3,0.8,2.5,32.8,1.7,2.2,76.2,5.5,0.4,0.6,0.8,0.5,9,0
Chris Duarte,SG,46,19.5,7.9,2.7,7.2,36.9,1.2,3.8,31.6,1.3,1.6,84.7,2.5,1.4,0.5,0.2,0.9,0,0
Chris Paul,G,59,32.0,13.9,5.0,11.3,44.0,1.7,4.4,37.5,2.3,2.7,83.1,4.3,8.9,1.5,0.4,1.9,17,0
Chris Silva,F,1,3.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
Christian Braun,G,76,15.5,4.7,1.9,3.8,49.5,0.4,1.3,35.4,0.5,0.8,62.5,2.4,0.8,0.5,0.2,0.5,0,0
Christian Koloko,C,58,13.8,3.1,1.2,2.6,48.0,0.0,0.2,8.3,0.6,1.0,62.7,2.9,0.5,0.4,1.0,0.3,0,0
Christian Wood,F,67,25.9,16.6,5.9,11.5,51.5,1.6,4.2,37.6,3.2,4.2,77.2,7.3,1.8,0.4,1.1,1.8,12,0
Chuma Okeke,F,27,19.2,4.7,1.6,4.5,35.2,1.0,3.2,30.2,0.6,0.8,76.2,3.6,1.4,0.7,0.4,0.6,0,0
CJ McCollum,G,75,35.3,20.9,7.8,17.9,43.7,2.8,7.2,38.9,2.4,3.2,76.9,4.4,5.7,0.9,0.5,2.4,6,0
Clint Capela,C,65,26.6,12.0,5.4,8.2,65.3,0.0,0.0,0.0,1.2,2.0,60.3,11.0,0.9,0.7,1.2,0.8,35,0
Coby White,G,74,23.4,9.7,3.6,8.0,44.3,1.7,4.6,37.2,0.8,0.9,87.1,2.9,2.8,0.7,0.1,1.0,1,0
Cody Martin,SF,7,19.1,5.0,2.0,5.1,38.9,0.4,2.0,21.4,0.6,1.0,57.1,3.4,1.6,0.6,0.1,0.3,0,0
Cody Zeller,C,15,14.5,6.5,2.5,3.9,62.7,0.0,0.1,0.0,1.6,2.3,68.6,4.3,0.7,0.2,0.3,0.9,0,0
Cole Anthony,G,60,25.9,13.0,4.6,10.2,45.4,1.3,3.4,36.4,2.5,2.8,89.4,4.8,3.9,0.6,0.5,1.5,1,0
Cole Swider,F,7,5.9,1.3,0.4,1.3,33.3,0.4,1.1,37.5,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0,0
Collin Sexton,G,48,23.9,14.3,4.9,9.8,50.6,1.0,2.5,39.3,3.4,4.1,81.9,2.2,2.9,0.6,0.1,1.8,1,0
Corey Kispert,F,74,28.3,11.1,3.9,7.9,49.7,2.2,5.2,42.4,1.0,1.2,85.2,2.8,1.2,0.4,0.1,0.7,0,0
Cory Joseph,PG,62,19.8,6.9,2.4,5.7,42.7,1.1,2.9,38.9,0.9,1.2,79.2,1.7,3.5,0.5,0.1,0.9,0,0
D'Angelo Russell,G,71,32.5,17.8,6.3,13.4,46.9,2.7,6.9,39.6,2.5,3.0,82.9,3.0,6.2,1.0,0.4,2.6,9,0
Daishen Nix,SG,57,16.0,4.0,1.4,4.2,34.2,0.7,2.5,28.6,0.4,0.6,66.7,1.7,2.3,0.5,0.1,1.5,0,0
Dalano Banton,F,31,9.0,4.6,1.8,4.2,42.3,0.5,1.6,29.4,0.5,0.8,70.8,1.5,1.2,0.4,0.4,0.6,0,0
Dalen Terry,F,38,5.6,2.2,0.8,1.9,44.4,0.2,0.7,25.9,0.4,0.6,66.7,1.0,0.6,0.3,0.1,0.2,0,0
Damian Jones,C,41,11.6,3.5,1.3,2.1,64.0,0.2,0.4,58.8,0.5,0.7,75.9,3.0,0.4,0.2,0.5,0.6,1,0
Damian Lillard,G,58,36.3,32.2,9.6,20.7,46.3,4.2,11.3,37.1,8.8,9.6,91.4,4.8,7.3,0.9,0.3,3.3,16,2
Damion Lee,SG,74,20.4,8.2,2.7,6.1,44.2,1.5,3.3,44.5,1.3,1.4,90.4,3.0,1.3,0.4,0.1,1.1,0,0
Daniel Gafford,F,78,20.6,9.0,3.7,5.1,73.2,0.0,0.0,0.0,1.6,2.4,67.9,5.6,1.1,0.4,1.3,1.1,10,0
Daniel Theis,C,7,15.6,7.0,3.0,6.3,47.7,0.3,1.6,18.2,0.7,1.7,41.7,3.1,1.3,0.3,0.9,0.4,0,0
Danny Green,F,11,12.6,5.5,2.0,4.5,44.9,1.5,3.4,43.2,0.1,0.1,100.0,1.3,0.5,0.5,0.3,0.9,0,0
Danuel House Jr.,SF,56,14.4,4.8,1.7,3.5,47.2,0.7,2.0,33.6,0.8,1.1,75.0,1.7,0.8,0.3,0.2,0.5,0,0
Dario Saric,F,57,14.1,6.4,2.2,4.9,45.8,0.8,2.0,39.1,1.1,1.3,82.9,3.6,1.3,0.4,0.1,1.0,2,0
Darius Bazley,F,43,14.3,5.2,1.9,4.3,45.4,0.5,1.2,37.7,0.9,1.6,54.3,3.2,0.9,0.5,0.8,0.6,0,0
Darius Days,F,4,6.3,3.8,1.3,3.0,41.7,0.8,2.5,30.0,0.5,0.5,100.0,1.5,0.3,0.0,0.3,0.0,0,0
Darius Garland,G,69,35.5,21.6,7.6,16.4,46.2,2.4,6.0,41.0,4.0,4.7,86.3,2.7,7.8,1.2,0.1,2.9,18,0
David Duke Jr.,G,23,9.9,3.7,1.6,3.4,46.2,0.0,0.5,8.3,0.5,0.7,70.6,1.3,0.9,0.4,0.0,0.8,0,0
David Roddy,F,70,18.0,6.7,2.6,6.0,42.9,0.9,3.0,30.7,0.6,0.9,63.1,2.8,0.8,0.4,0.3,0.8,0,0
Davion Mitchell,G,80,18.1,5.6,2.3,5.0,45.4,0.8,2.5,32.0,0.3,0.4,80.6,1.3,2.3,0.6,0.2,0.8,0,0
Davis Bertans,SF,45,10.9,4.6,1.5,3.6,43.1,1.2,3.1,39.0,0.3,0.3,86.7,1.2,0.5,0.2,0.2,0.2,0,0
Davon Reed,SG,43,8.0,2.1,0.7,2.0,33.3,0.4,1.1,37.0,0.4,0.6,66.7,1.4,0.5,0.3,0.1,0.5,0,0
Day'Ron Sharpe,C,48,11.5,4.7,1.9,3.6,54.4,0.1,0.2,54.5,0.7,1.1,63.6,4.2,0.8,0.3,0.7,0.9,2,0
De'Aaron Fox,G,73,33.4,25.0,9.3,18.2,51.2,1.6,5.0,32.4,4.7,6.0,78.0,4.2,6.1,1.1,0.3,2.5,11,0
De'Andre Hunter,F,67,31.7,15.4,5.7,12.3,46.1,1.5,4.3,35.0,2.6,3.1,82.6,4.2,1.4,0.5,0.3,1.2,1,0
De'Anthony Melton,G,77,27.9,10.1,3.6,8.5,42.5,2.0,5.2,39.0,0.9,1.1,79.3,4.1,2.6,1.6,0.5,1.3,0,0
Dean Wade,F,44,20.3,4.7,1.7,4.0,41.2,1.0,2.9,35.4,0.3,0.5,65.2,3.4,0.8,0.6,0.5,0.4,0,0
Deandre Ayton,C,67,30.4,18.0,7.8,13.2,58.8,0.1,0.4,29.2,2.3,3.0,76.0,10.0,1.7,0.6,0.8,1.8,36,0
DeAndre Jordan,C,39,15.0,5.1,2.3,2.9,76.5,0.0,0.0,100.0,0.6,1.2,45.8,5.2,0.9,0.3,0.6,1.2,2,0
Dejounte Murray,G,74,36.4,20.5,8.3,17.8,46.4,1.8,5.2,34.4,2.1,2.6,83.2,5.3,6.1,1.5,0.3,2.2,8,1
Delon Wright,G,50,24.4,7.4,2.8,5.8,47.4,0.8,2.4,34.5,1.0,1.2,86.7,3.6,3.9,1.8,0.3,0.9,0,0
DeMar DeRozan,G,74,36.2,24.5,8.9,17.6,50.4,0.6,1.9,32.4,6.2,7.1,87.2,4.6,5.1,1.1,0.5,2.1,6,0
Deni Avdija,F,76,26.6,9.2,3.3,7.6,43.7,0.9,3.1,29.7,1.6,2.2,73.9,6.4,2.8,0.9,0.4,1.6,11,0
Dennis Schroder,G,66,30.1,12.6,4.1,9.8,41.5,1.1,3.4,32.9,3.3,3.8,85.7,2.5,4.5,0.8,0.2,1.7,2,0
Dennis Smith Jr.,PG,54,25.7,8.8,3.4,8.4,41.2,0.4,2.1,21.6,1.4,2.0,73.6,3.1,4.8,1.4,0.5,1.5,1,0
Dereon Seabron,SG,5,2.4,0.8,0.4,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0
Derrick Jones Jr.,F,64,14.0,5.0,1.8,3.6,50.0,0.4,1.3,33.8,1.0,1.3,73.8,2.4,0.5,0.5,0.6,0.4,0,0
Derrick Rose,PG,27,12.5,5.6,2.3,5.9,38.4,0.7,2.3,30.2,0.4,0.4,91.7,1.5,1.7,0.3,0.2,0.8,0,0
Derrick White,G,82,28.3,12.4,4.3,9.2,46.2,1.8,4.8,38.1,2.0,2.3,87.5,3.6,3.9,0.7,0.9,1.2,7,0
Desmond Bane,G,58,31.7,21.5,7.8,16.2,47.9,2.9,7.0,40.8,3.1,3.5,88.3,5.0,4.4,1.0,0.4,2.2,1,0
Devin Booker,G,53,34.6,27.8,9.9,20.1,49.4,2.1,6.0,35.1,5.8,6.8,85.5,4.5,5.5,1.0,0.3,2.7,5,0
Devin Vassell,G,38,31.0,18.5,6.9,15.7,43.9,2.7,7.0,38.7,2.1,2.6,78.0,3.9,3.6,1.1,0.4,1.5,0,0
Devon Dotson,G,6,8.8,0.5,0.2,1.7,10.0,0.2,0.7,25.0,0.0,0.0,0.0,1.7,1.3,0.8,0.0,0.5,0,0
Devonte' Graham,PG,73,18.3,7.4,2.2,5.9,37.4,1.6,4.6,35.2,1.3,1.8,74.8,1.7,2.7,0.6,0.2,0.7,0,0
Dewayne Dedmon,C,38,11.2,5.2,2.0,4.0,51.0,0.3,1.0,30.8,0.9,1.3,67.3,3.5,0.7,0.2,0.5,0.7,0,0
Dillon Brooks,F,73,30.3,14.3,5.4,13.6,39.6,2.0,6.0,32.6,1.6,2.1,77.9,3.3,2.6,0.9,0.2,1.4,0,0
Domantas Sabonis,F,79,34.6,19.1,7.3,11.9,61.5,0.4,1.1,37.3,4.1,5.5,74.2,12.3,7.3,0.8,0.5,2.9,65,14
Dominick Barlow,F,28,14.6,3.9,1.6,3.1,53.5,0.0,0.1,0.0,0.6,0.9,72.0,3.6,0.9,0.4,0.7,0.5,2,0
Donovan Mitchell,G,68,35.8,28.3,10.0,20.6,48.4,3.6,9.3,38.6,4.7,5.4,86.7,4.3,4.4,1.5,0.4,2.6,5,0
Donovan Williams,G,2,2.0,2.0,1.0,2.5,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
Donte DiVincenzo,G,72,26.3,9.4,3.3,7.5,43.5,2.1,5.3,39.7,0.8,1.0,81.7,4.5,3.5,1.3,0.1,1.6,4,0
Dorian Finney-Smith,F,66,30.4,8.3,3.0,7.6,39.1,1.7,5.1,33.7,0.7,0.9,76.3,4.8,1.5,0.8,0.5,0.9,2,0
Doug McDermott,F,64,20.5,10.2,3.7,8.2,45.7,1.9,4.7,41.3,0.8,1.1,75.7,2.2,1.4,0.2,0.1,0.9,0,0
Draymond Green,F,73,31.5,8.5,3.4,6.5,52.7,0.5,1.8,30.5,1.1,1.5,71.3,7.2,6.8,1.0,0.8,2.8,11,0
Drew Eubanks,F,78,20.3,6.6,2.7,4.3,64.1,0.1,0.2,38.9,1.1,1.6,66.4,5.4,1.3,0.5,1.3,0.9,3,0
Dru Smith,G,15,10.5,2.9,1.2,3.0,40.0,0.3,1.3,26.3,0.2,0.2,100.0,1.6,1.5,0.7,0.3,0.2,0,0
Duane Washington Jr.,PG,31,12.7,7.9,3.0,8.3,36.7,1.3,3.6,36.0,0.5,0.8,66.7,1.2,2.0,0.2,0.1,1.1,0,0
Duncan Robinson,F,42,16.4,6.4,2.1,5.6,37.1,1.5,4.6,32.8,0.7,0.8,90.6,1.6,1.1,0.3,0.0,0.7,0,0
Dwight Powell,F,76,19.2,6.7,2.6,3.5,73.2,0.0,0.1,0.0,1.5,2.2,66.7,4.1,0.9,0.6,0.3,0.9,1,0
Dylan Windler,G,3,3.3,1.7,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0,0
Dyson Daniels,G,59,17.7,3.8,1.5,3.5,41.8,0.5,1.5,31.4,0.4,0.7,65.0,3.2,2.3,0.7,0.2,1.0,0,0
Edmond Sumner,PG,53,13.9,7.1,2.3,5.1,46.1,0.6,1.6,35.6,1.9,2.0,91.7,1.5,1.3,0.6,0.2,0.9,0,0
Eric Gordon,G,69,28.5,12.4,4.2,9.5,44.6,1.9,5.2,37.1,2.1,2.5,82.1,1.9,2.7,0.6,0.4,1.5,0,0
Eugene Omoruyi,F,40,16.1,7.0,2.5,5.7,44.3,0.6,2.2,28.1,1.3,1.9,68.0,2.8,0.7,0.7,0.1,0.9,0,0
Evan Fournier,SG,27,17.0,6.1,2.1,6.1,33.7,1.3,4.2,30.7,0.7,0.8,85.7,1.8,1.3,0.6,0.1,0.8,0,0
Evan Mobley,C,79,34.4,16.2,6.6,12.0,55.4,0.3,1.3,21.6,2.6,3.8,67.4,9.0,2.8,0.8,1.5,1.8,24,0
Facundo Campazzo,G,8,6.5,1.3,0.4,1.6,23.1,0.4,1.4,27.3,0.1,0.3,50.0,0.3,1.1,0.8,0.0,0.4,0,0
Frank Kaminsky,F,36,6.5,2.5,0.9,1.8,49.2,0.4,0.9,39.4,0.4,0.4,87.5,1.4,0.9,0.2,0.1,0.3,0,0
Frank Ntilikina,PG,47,12.9,2.9,1.0,2.8,36.4,0.4,1.4,25.4,0.5,0.7,66.7,1.3,1.2,0.3,0.1,0.6,0,0
Franz Wagner,F,80,32.6,18.6,6.8,14.0,48.5,1.6,4.5,36.1,3.4,4.0,84.2,4.1,3.5,1.0,0.2,2.1,2,0
Fred VanVleet,G,69,36.7,19.3,6.3,16.1,39.3,3.0,8.8,34.2,3.7,4.1,89.8,4.1,7.2,1.8,0.6,2.0,10,1
Furkan Korkmaz,SG,37,9.5,3.8,1.3,3.0,43.2,0.5,1.2,39.1,0.7,1.0,72.2,1.1,0.6,0.3,0.1,0.6,0,0
Gabe Vincent,G,68,25.9,9.4,3.4,8.3,40.2,1.7,5.1,33.4,1.0,1.1,87.2,2.1,2.5,0.9,0.1,1.4,0,0
Gabe York,G,3,18.7,8.0,2.7,7.0,38.1,2.0,6.0,33.3,0.7,0.7,100.0,2.0,1.7,0.7,0.0,0.0,0,0
Garrett Temple,G,25,6.5,2.0,0.7,1.8,40.0,0.4,1.0,42.3,0.1,0.2,75.0,0.7,0.5,0.4,0.1,0.2,0,0
Garrison Mathews,G,54,12.7,4.8,1.4,3.7,36.3,1.2,3.3,35.0,0.9,1.0,90.6,1.4,0.5,0.4,0.1,0.4,0,0
Gary Harris,G,48,24.7,8.3,2.9,6.4,45.0,2.0,4.5,43.1,0.6,0.6,90.0,2.0,1.2,0.9,0.3,0.6,0,0
Gary Payton II,G,22,16.7,4.6,1.9,3.1,59.4,0.6,1.2,50.0,0.3,0.3,85.7,3.1,1.4,1.0,0.2,0.7,0,0
Gary Trent Jr.,G,66,32.1,17.4,6.1,14.2,43.3,2.5,6.8,36.9,2.6,3.1,83.9,2.6,1.6,1.6,0.2,0.8,0,0
George Hill,PG,46,18.1,5.0,1.7,3.6,47.0,0.7,2.1,35.8,0.9,1.2,76.4,1.8,2.4,0.6,0.1,0.7,0,0
Georges Niang,F,78,19.4,8.2,2.8,6.4,44.2,2.0,4.9,40.1,0.5,0.6,86.7,2.4,1.0,0.4,0.2,0.7,0,0
Giannis Antetokounmpo,F,63,32.1,31.1,11.2,20.3,55.3,0.7,2.7,27.5,7.9,12.3,64.5,11.8,5.7,0.8,0.8,3.9,46,6
Goga Bitadze,C,38,12.0,4.4,1.8,3.3,55.2,0.2,0.7,23.1,0.6,1.1,54.8,3.6,1.0,0.4,0.7,0.6,2,0
Goran Dragic,PG,58,15.0,6.3,2.4,5.8,42.1,0.9,2.5,35.9,0.5,0.8,68.9,1.4,2.6,0.2,0.1,1.1,0,0
Gordon Hayward,SF,50,31.5,14.7,5.5,11.6,47.5,1.0,3.2,32.5,2.6,3.2,81.1,4.3,4.1,0.8,0.2,2.0,2,0
Gorgui Dieng,C,31,11.5,3.9,1.5,3.8,38.5,0.7,2.4,28.0,0.3,0.4,76.9,3.5,1.7,0.1,0.5,1.0,2,0
Grant Williams,F,79,25.9,8.1,2.7,6.0,45.4,1.5,3.7,39.5,1.2,1.5,77.0,4.6,1.7,0.5,0.4,1.0,3,0
Grayson Allen,G,72,27.4,10.4,3.4,7.7,44.0,2.0,5.1,39.9,1.6,1.8,90.5,3.3,2.3,0.9,0.2,1.0,0,0
Greg Brown III,PF,16,5.8,1.8,0.7,1.8,39.3,0.1,0.4,14.3,0.3,0.8,41.7,1.2,0.2,0.3,0.3,0.4,0,0
Hamidou Diallo,G,56,17.8,9.3,3.8,6.7,57.3,0.1,0.4,23.8,1.6,2.6,58.8,3.5,1.0,0.9,0.3,1.3,0,0
