Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
21,Norfolk Admirals,Regular Season,,4240,24.26,24.046,80,208,360,568,1532,2.6,4.5,1.731,7.1,19:09,2184,27.3,9.5%,2354,29.425,0.903,382,54,14.1%,402,79,80.3%
6,Peoria Rivermen,Regular Season,,4440,25.126,25.567,80,242,413,655,1504,3.025,5.163,1.707,8.188,18:48,2501,31.263,9.7%,1856,23.2,0.892,414,58,14.0%,427,70,83.6%
11,Philadelphia Phantoms,Regular Season,Playoffs,6678,23.953,24.64,80,230,402,632,1837,2.875,5.025,1.748,7.9,22:58,2541,31.763,9.1%,2087,26.088,0.913,438,91,20.8%,476,76,84.0%
8,Portland Pirates,Regular Season,Playoffs,4860,24.711,24.807,80,233,420,653,1382,2.913,5.25,1.803,8.163,17:16,2388,29.85,9.8%,2055,25.688,0.909,405,74,18.3%,374,62,83.4%
3,Providence Bruins,Regular Season,Playoffs,6106,23.561,24.075,80,269,451,720,1506,3.363,5.638,1.677,9.0,18:50,2712,33.9,9.9%,1823,22.788,0.903,417,70,16.8%,372,58,84.4%
28,Quad City Flames,Regular Season,,3522,23.672,23.699,80,192,311,503,1527,2.4,3.888,1.62,6.288,19:05,2443,30.538,7.9%,1929,24.113,0.908,429,66,15.4%,461,62,86.6%
27,Rochester Americans,Regular Season,,6835,22.763,22.312,80,192,337,529,1537,2.4,4.213,1.755,6.613,19:13,2180,27.25,8.8%,2198,27.475,0.888,471,67,14.2%,455,94,79.3%
5,Rockford IceHogs,Regular Season,Playoffs,3826,24.083,23.982,80,241,418,659,2051,3.013,5.225,1.734,8.238,25:38,2368,29.6,10.2%,2237,27.963,0.91,473,88,18.6%,487,78,84.0%
12,San Antonio Rampage,Regular Season,Playoffs,4520,25.183,25.762,80,233,398,631,1849,2.913,4.975,1.708,7.888,23:07,2446,30.575,9.5%,2153,26.913,0.91,438,65,14.8%,477,76,84.1%
24,Springfield Falcons,Regular Season,,3481,23.798,23.775,80,208,349,557,1538,2.6,4.363,1.678,6.963,19:14,2151,26.888,9.7%,2409,30.113,0.908,399,70,17.5%,434,84,80.6%
9,Syracuse Crunch,Regular Season,Playoffs,5442,24.398,24.654,80,245,408,653,2154,3.063,5.1,1.665,8.163,26:56,2507,31.338,9.8%,2172,27.15,0.919,433,89,20.6%,471,66,86.0%
7,Toronto Marlies,Regular Season,Playoffs,4348,25.177,25.718,80,245,410,655,1437,3.063,5.125,1.673,8.188,17:58,2488,31.1,9.9%,1917,23.963,0.909,366,55,15.0%,414,52,87.4%
15,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,7666,25.063,25.313,80,216,386,602,1391,2.7,4.825,1.787,7.525,17:23,2380,29.75,9.1%,1970,24.625,0.918,409,62,15.2%,340,52,84.7%
16,Worcester Sharks,Regular Season,,4343,24.393,24.772,80,212,385,597,1354,2.65,4.813,1.816,7.463,16:56,2401,30.013,8.8%,2041,25.513,0.893,364,60,16.5%,357,76,78.7%
