Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
18,Milwaukee Admirals,Regular Season,,5545,25.405,25.357,76,205,349,554,930,2.697,4.592,1.702,7.289,12:14,2165,28.487,9.5%,2151,28.303,0.908,299,56,18.7%,303,54,82.2%
24,Ontario Reign,Regular Season,Playoffs,7645,24.309,24.793,68,199,332,531,933,2.926,4.882,1.668,7.809,13:43,2214,32.559,9.0%,1874,27.559,0.91,257,49,19.1%,275,54,80.4%
12,Providence Bruins,Regular Season,Playoffs,8356,24.319,24.689,76,225,381,606,897,2.961,5.013,1.693,7.974,11:48,2413,31.75,9.3%,2022,26.605,0.919,317,53,16.7%,296,50,83.1%
10,Rochester Americans,Regular Season,Playoffs,5194,25.13,25.25,76,231,391,622,810,3.039,5.145,1.693,8.184,10:39,2318,30.5,10.0%,2113,27.803,0.911,317,58,18.3%,301,48,84.1%
9,Rockford IceHogs,Regular Season,Playoffs,3914,24.277,24.16,76,233,397,630,757,3.066,5.224,1.704,8.289,9:58,2564,33.737,9.1%,1992,26.211,0.902,308,48,15.6%,292,66,77.4%
27,San Antonio Rampage,Regular Season,,6093,23.394,23.803,76,192,321,513,943,2.526,4.224,1.672,6.75,12:24,2277,29.961,8.4%,2052,27.0,0.908,307,52,16.9%,320,54,83.1%
22,San Diego Gulls,Regular Season,,9304,26.019,25.227,68,198,345,543,1051,2.912,5.074,1.742,7.985,15:27,1956,28.765,10.1%,2148,31.588,0.921,283,62,21.9%,281,46,83.6%
29,San Jose Barracuda,Regular Season,Playoffs,4070,24.317,24.11,68,185,307,492,834,2.721,4.515,1.659,7.235,12:16,2026,29.794,9.1%,1810,26.618,0.908,274,45,16.4%,270,43,84.1%
15,Springfield Thunderbirds,Regular Season,,4985,24.437,24.749,76,208,366,574,1066,2.737,4.816,1.76,7.553,14:02,2127,27.987,9.8%,2166,28.5,0.908,339,48,14.2%,358,57,84.1%
17,Stockton Heat,Regular Season,,3679,24.875,24.886,68,209,351,560,962,3.074,5.162,1.679,8.235,14:09,1998,29.382,10.5%,1849,27.191,0.908,277,45,16.2%,286,53,81.5%
7,Syracuse Crunch,Regular Season,Playoffs,5466,25.09,23.853,76,231,408,639,1195,3.039,5.368,1.766,8.408,15:43,2287,30.092,10.1%,1864,24.526,0.915,338,53,15.7%,376,57,84.8%
13,Texas Stars,Regular Season,Playoffs,5289,25.339,25.766,76,220,367,587,890,2.895,4.829,1.668,7.724,11:43,2171,28.566,10.1%,2035,26.776,0.906,280,49,17.5%,298,63,78.9%
3,Toronto Marlies,Regular Season,Playoffs,6684,23.756,24.676,76,252,433,685,790,3.316,5.697,1.718,9.013,10:24,2394,31.5,10.5%,1989,26.171,0.929,345,62,18.0%,271,30,88.9%
14,Tucson Roadrunners,Regular Season,Playoffs,4216,24.13,23.792,68,213,363,576,795,3.132,5.338,1.704,8.471,11:41,2090,30.735,10.2%,1651,24.279,0.91,306,57,18.6%,292,53,81.8%
16,Utica Comets,Regular Season,Playoffs,3917,24.737,24.643,76,205,358,563,1132,2.697,4.711,1.746,7.408,14:54,2257,29.697,9.1%,2173,28.592,0.914,317,57,18.0%,338,49,85.5%
5,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,5557,25.028,25.359,76,248,431,679,1129,3.263,5.671,1.738,8.934,14:51,2343,30.829,10.6%,2077,27.329,0.907,298,41,13.8%,355,64,82.0%
