Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
3,Providence Bruins,Regular Season,Playoffs,8000,24.203,24.551,80,268,443,711,1680,3.35,5.538,1.653,8.888,21:00,2522,31.525,10.6%,2260,28.25,0.911,507,89,17.6%,449,70,84.4%
17,Rochester Americans,Regular Season,Playoffs,6640,24.32,24.369,80,219,375,594,1917,2.738,4.688,1.712,7.425,23:58,2386,29.825,9.2%,2180,27.25,0.911,458,64,14.0%,432,60,86.1%
25,Saint John Flames,Regular Season,,3938,24.709,24.504,80,203,328,531,1676,2.538,4.1,1.616,6.638,20:57,2872,35.9,7.1%,2000,25.0,0.905,411,61,14.8%,422,75,82.2%
14,San Antonio Rampage,Regular Season,Playoffs,5038,24.87,24.821,80,235,387,622,1663,2.938,4.838,1.647,7.775,20:47,2446,30.575,9.6%,2410,30.125,0.917,417,66,15.8%,456,71,84.4%
21,Springfield Falcons,Regular Season,Playoffs,4283,25.251,25.269,80,202,350,552,1495,2.525,4.375,1.733,6.9,18:41,2474,30.925,8.2%,2279,28.488,0.908,443,68,15.3%,428,82,80.8%
12,St. John's Maple Leafs,Regular Season,,4984,24.254,24.126,80,236,389,625,1669,2.95,4.863,1.648,7.813,20:52,2498,31.225,9.5%,2537,31.713,0.901,405,67,16.5%,453,95,79.0%
26,Syracuse Crunch,Regular Season,,5113,24.464,24.282,80,201,328,529,1659,2.513,4.1,1.632,6.613,20:44,2343,29.288,8.6%,2320,29.0,0.905,404,55,13.6%,456,68,85.1%
15,Utah Grizzlies,Regular Season,Playoffs,6353,24.999,25.32,80,227,395,622,2072,2.838,4.938,1.74,7.775,25:54,2469,30.863,9.2%,2473,30.913,0.913,474,85,17.9%,480,80,83.3%
7,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,8304,23.946,24.069,80,245,410,655,1530,3.063,5.125,1.673,8.188,19:08,2700,33.75,9.1%,2342,29.275,0.908,489,87,17.8%,420,70,83.3%
10,Worcester IceCats,Regular Season,Playoffs,4678,25.149,24.972,80,235,400,635,1503,2.938,5.0,1.702,7.938,18:47,2638,32.975,8.9%,2091,26.138,0.907,430,72,16.7%,456,77,83.1%
