Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
17,Manitoba Moose,Regular Season,Playoffs,8078,25.128,25.906,80,238,395,633,1886,2.975,4.938,1.66,7.913,23:35,2281,28.513,10.4%,2099,26.238,0.91,518,89,17.2%,483,76,84.3%
7,Milwaukee Admirals,Regular Season,Playoffs,5299,24.964,24.619,80,261,461,722,1853,3.263,5.763,1.766,9.025,23:10,2569,32.113,10.2%,2154,26.925,0.905,545,109,20.0%,528,90,83.0%
10,Norfolk Admirals,Regular Season,Playoffs,4209,24.373,24.449,80,255,449,704,1841,3.188,5.613,1.761,8.8,23:01,2711,33.888,9.4%,2126,26.575,0.9,541,92,17.0%,526,99,81.2%
26,Omaha Ak-Sar-Ben Knights,Regular Season,,3271,24.157,24.328,80,202,328,530,1771,2.525,4.1,1.624,6.625,22:08,2327,29.088,8.7%,2102,26.275,0.912,539,94,17.4%,554,83,85.0%
14,Peoria Rivermen,Regular Season,Playoffs,4780,25.499,25.692,80,246,419,665,1639,3.075,5.238,1.703,8.313,20:29,2616,32.7,9.4%,1988,24.85,0.904,501,100,20.0%,510,77,84.9%
25,Philadelphia Phantoms,Regular Season,,7161,24.774,24.771,80,193,348,541,2342,2.413,4.35,1.803,6.763,29:16,2412,30.15,8.0%,2213,27.663,0.91,498,76,15.3%,548,96,82.5%
2,Portland Pirates,Regular Season,Playoffs,4874,24.381,24.078,80,299,518,817,1908,3.738,6.475,1.732,10.213,23:51,2740,34.25,10.9%,2271,28.388,0.906,472,90,19.1%,533,89,83.3%
16,Providence Bruins,Regular Season,Playoffs,6809,25.21,25.255,80,248,403,651,1664,3.1,5.038,1.625,8.138,20:48,2435,30.438,10.2%,1985,24.813,0.905,452,79,17.5%,429,68,84.1%
13,Rochester Americans,Regular Season,,6988,24.169,24.183,80,255,423,678,1969,3.188,5.288,1.659,8.475,24:37,2551,31.888,10.0%,2107,26.338,0.891,484,96,19.8%,564,106,81.2%
27,San Antonio Rampage,Regular Season,,4443,26.055,25.711,80,146,258,404,1578,1.825,3.225,1.767,5.05,19:44,2022,25.275,7.2%,2565,32.063,0.914,415,55,13.3%,518,95,81.7%
20,Springfield Falcons,Regular Season,,3474,24.866,24.359,80,218,370,588,1521,2.725,4.625,1.697,7.35,19:01,2174,27.175,10.0%,2310,28.875,0.886,477,73,15.3%,445,87,80.4%
6,Syracuse Crunch,Regular Season,Playoffs,5420,24.749,24.927,80,266,459,725,1986,3.325,5.738,1.726,9.063,24:50,2497,31.213,10.7%,2416,30.2,0.909,594,112,18.9%,552,103,81.3%
8,Toronto Marlies,Regular Season,Playoffs,4361,24.184,24.764,80,265,449,714,1737,3.313,5.613,1.694,8.925,21:43,2509,31.363,10.6%,2279,28.488,0.9,546,101,18.5%,546,105,80.8%
15,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,8130,24.634,24.394,80,244,412,656,2071,3.05,5.15,1.689,8.2,25:53,2312,28.9,10.6%,2135,26.688,0.927,522,86,16.5%,487,68,86.0%
