Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
17,Providence Bruins,Regular Season,Playoffs,8045,24.8,24.491,76,226,373,599,941,2.974,4.908,1.65,7.882,12:23,2309,30.382,9.8%,1770,23.289,0.898,317,56,17.7%,314,47,85.0%
5,Rochester Americans,Regular Season,Playoffs,5263,25.02,25.232,76,249,426,675,854,3.276,5.605,1.711,8.882,11:14,2498,32.868,10.0%,1971,25.934,0.906,299,61,20.4%,311,57,81.7%
30,Rockford IceHogs,Regular Season,,3876,24.049,24.416,76,180,311,491,699,2.368,4.092,1.728,6.461,9:12,2154,28.342,8.4%,2192,28.842,0.918,283,41,14.5%,271,48,82.3%
27,San Antonio Rampage,Regular Season,,6209,25.06,25.016,76,193,338,531,863,2.539,4.447,1.751,6.987,11:21,2100,27.632,9.2%,1903,25.039,0.891,285,56,19.6%,299,57,80.9%
9,San Diego Gulls,Regular Season,Playoffs,9021,25.52,24.988,68,236,405,641,964,3.471,5.956,1.716,9.426,14:11,2180,32.059,10.8%,1933,28.426,0.902,281,57,20.3%,265,51,80.8%
16,San Jose Barracuda,Regular Season,Playoffs,3679,23.133,23.241,68,223,386,609,706,3.279,5.676,1.731,8.956,10:23,2186,32.147,10.2%,1831,26.926,0.908,260,43,16.5%,233,41,82.4%
3,Springfield Thunderbirds,Regular Season,,5084,24.953,25.209,76,250,436,686,1098,3.289,5.737,1.744,9.026,14:27,2267,29.829,11.0%,2251,29.618,0.91,361,88,24.4%,331,67,79.8%
13,Stockton Heat,Regular Season,,3689,24.561,24.378,68,233,388,621,927,3.426,5.706,1.665,9.132,13:38,2069,30.426,11.3%,2008,29.529,0.895,274,52,19.0%,305,62,79.7%
1,Syracuse Crunch,Regular Season,Playoffs,5595,23.974,24.011,76,261,437,698,1052,3.434,5.75,1.674,9.184,13:51,2120,27.895,12.3%,2003,26.355,0.92,311,65,20.9%,368,57,84.5%
10,Texas Stars,Regular Season,,5405,24.099,24.758,76,237,401,638,785,3.118,5.276,1.692,8.395,10:20,2368,31.158,10.0%,1835,24.145,0.896,286,65,22.7%,267,53,80.1%
6,Toronto Marlies,Regular Season,Playoffs,6418,24.996,25.177,76,247,428,675,826,3.25,5.632,1.733,8.882,10:52,2344,30.842,10.5%,2017,26.539,0.896,325,71,21.8%,277,52,81.2%
24,Tucson Roadrunners,Regular Season,,4293,24.065,23.258,68,205,351,556,750,3.015,5.162,1.712,8.176,11:02,2207,32.456,9.3%,1714,25.206,0.899,305,54,17.7%,256,50,80.5%
19,Utica Comets,Regular Season,,3917,25.43,25.26,76,221,371,592,921,2.908,4.882,1.679,7.789,12:07,2263,29.776,9.8%,1997,26.276,0.895,339,61,18.0%,308,62,79.9%
15,Wilkes-Barre / Scranton Penguins,Regular Season,,5549,25.186,25.737,76,227,388,615,1236,2.987,5.105,1.709,8.092,16:16,2438,32.079,9.3%,2161,28.434,0.908,298,49,16.4%,326,67,79.4%
